IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT NAME, PARENT, CHILD, WHERECLAUSE, CARDINALITY, DBJOINREQUIRED, REMARKS, MAXRELATIONSHIPID FROM MAXRELATIONSHIP;
  VIEWRS_BYLOCANDCHILDREN, VIEWWOPMS, ROUTE_STOP, siteid=:siteid and exists (select 1 from locancestor where locancestor.siteid=route_stop.siteid and locancestor.location=route_stop.location and locancestor.siteid=:siteid and locancestor.ancestor=:location ), UNDEFINED, 0, Relationship to the route_stop table, used to find the route_stop records involving the current location or its children.  The resulting set will contain zero or more objects., 93563
  VIEWCONTINPUT, INVBALANCES, VIEWCONTINPUT, -, UNDEFINED, 0, Relationship to the non-persistent ViewContInput, 79855
  DOCLINKS, MASTERVIEW, DOCLINKS, doclinksid in (select doclinksid from doclinks where (ownertable='MASTERVIEW' and ownerid=:contractid) UNION ALL select doclinksid from doclinks where (ownertable='COMPANIES' and ownerid = (select companiesid from companies where company=:vendor and orgid=:orgid))), UNDEFINED, 0, Relationship to the DocLinks table, used to find all document records for a given master contract. (doclinks.keytable = 'MASTERVIEW' and doclinks.keycolumn = 'CONTRACTNUM' and doclinks.keyvalue = masterview.contractnum$DOCLINKS.KEYVALUE). The resulting set will contain zero or more objects. Note: The MASTERVIEW.CONTRACTNUM field value will be formatted to match the DocLinks.KeyValue data type., 2811
  PMROUTE_STOP, ASSET, ROUTE_STOP, route in (select route from pm) and (assetnum=:assetnum and siteid=:siteid), UNDEFINED, 0, Relationship to the route_stop records, used to find the route_stop records via PM for a given asset., 2812
  PMROUTE_STOP, LOCATIONS, ROUTE_STOP, route in (select route from pm) and (location = :location and siteid=:siteid), UNDEFINED, 0, Relationship to the route_stop records, used to find the route_stop records via PM for a given location., 2813
  STATUSDESC, JOBPLAN, SYNONYMDOMAIN, domainid='JOBPLANSTATUS' and value=:status and :&DOMAINFILTER&_STATUS, UNDEFINED, 0, Relationship to SYNONYMDOMAIN., 2814
  WFASSIGNAPP, WFASSIGNMENT, MAXAPPS, app=:app, UNDEFINED, 0, Relationship to get the MAXAPPS description., 2815
  DRILLDOWN, AREASAFFECTED, DRILLDOWN, -, UNDEFINED, 0, Relationship from the AREASAFFECTED to the non-persistent DrillDown table. (No where clause). The resulting set will contain zero objects. This relationship is used when the DrillDown page is launched from a location or asset field., 79926
  NEWINCIDENT, TICKET, INCIDENT, origrecordclass = :class and origrecordid = :ticketid and class in (select value from synonymdomain where domainid = 'TKCLASS' and maxvalue = 'INCIDENT') and reportdate = (select max(reportdate) from ticket where origrecordclass = :class and origrecordid = :ticketid and class in (select value from synonymdomain where domainid = 'TKCLASS' and maxvalue = 'INCIDENT')), UNDEFINED, 0, This relationship gets the last incident created by this ticket. (<long>) One member set., 3090
  MP_LLJP, MEASUREPOINT, JOBPLAN, jpnum=:lljpnum and siteid is null and orgid is null, UNDEFINED, 0, Relationship to the jobplan records, used to find the jobplans records for a given lljpnum and is system level., 3022
  ALLASSET, WORELEASE, MULTIASSETLOCCI, recordkey=:wonum and recordclass=:woclass and assetnum is not null and worksiteid=:siteid, UNDEFINED, 0, Relationship to changes, 79965
  ALLLOCATION, WOCHANGE, MULTIASSETLOCCI, recordkey=:wonum and recordclass=:woclass and location is not null and worksiteid=:siteid, UNDEFINED, 0, Relationship to changes, 79966
  STDSERVICESONLY, WORKORDER, ITEM, itemtype in (:&synonymlist&_itemtype[STDSERVICE]) and itemsetid in (select itemsetid from organization where orgid=:orgid), MULTIPLE, 0, list all the standard service items from items table(itemtype=STDSERVICE), 79786
  NEWTICKET, TICKET, TICKET, origrecordclass = :class and origrecordid = :ticketid and reportdate = (select max(reportdate) from ticket where origrecordclass = :class and origrecordid = :ticketid), UNDEFINED, 0, This relationship gets the last ticket created by this ticket. (origrecordclass = :class and origrecordid = :ticketid and reportdate = (select max(reportdate) from ticket where origrecordclass = :class and origrecordid = :ticketid)). One member set., 2894
  VIEWTKT, ASSET, TICKET, assetnum=:assetnum and assetsiteid=:siteid, UNDEFINED, 0, Relationship to ticket object., 79982
  INSTANCES, WORKFLOWMAP, WFINSTANCE, ownertable = :ownertable and ownerid = :ownerid and active = :yes, UNDEFINED, 0, This relationship gets all active instances on the current record. (ownertable = :ownertable and ownerid = :ownerid and active = :yes). Zero to many member set., 79788
  VIEWCONTINPUT, CONTRACTASSET, VIEWCONTINPUT, -, UNDEFINED, 0, Relationship to the non-persistent ViewContInput, 80169
  RELATEDACTCI, ACTCI, ACTCIRELATION, sourceci=:actcinum or targetci=:actcinum, UNDEFINED, 0, Relationship to the ACTCIRelation table, used to find related ACTCIs for a given ACTCI, 88832
  TARGETACTCI, ACTCIRELATION, ACTCI, actcinum=:targetci, UNDEFINED, 0, Relationship to the ACTCI table, used to find actual ci for a given targetci, 88834
  ASSETATTRIBUTE, CISPEC, ASSETATTRIBUTE, ASSETATTRID = :ASSETATTRID AND ASSETATTRIBUTEID IN (SELECT ASSETATTRIBUTEID FROM CLASSSPEC WHERE CLASSSPECID = :CLASSSPECID), UNDEFINED, 0, Relationship to the assetattribute table, used to find the assetattribute record for a given configuration item (ASSETATTRID = :ASSETATTRID AND ASSETATTRIBUTEID IN (SELECT ASSETATTRIBUTEID FROM CLASSSPEC WHERE CLASSSTRUCTUREID = :CLASSSTRUCTUREID) ). The resulting set will contain one object., 88835
  COLLECTDETAILS, CI, COLLECTDETAILS, cinum=:cinum, UNDEFINED, 0, Relationship to the COLLECTDETAILS table, used to find collectdetails record for a given CI, 90079
  BOOKMARK, CI, BOOKMARK, app='CI' and keyvalue=:ciid, UNDEFINED, 0, Relationship to the bookmark records, used to find the bookmark records for a given CI, 90081
  DMCFGOBJECT, DMPKGCFGGRPDEF, DMCFGOBJECT, cfgobjgroup=:cfgobjgroup  order by cfgobjorder, UNDEFINED, 0, Relationship to get config object set for a group., 90082
  MAXINTOBJDETAIL, DMCFGOBJECT, MAXINTOBJDETAIL, intobjectname=:cfgobject and processorder=1, UNDEFINED, 0, Relationship to get the main object for config object., 90083
  WFASSIGNMENT, INVOICE, WFASSIGNMENT, ownertable = 'INVOICE' and wfassignment.ownerid = :invoiceid and assignstatus in (select value from synonymdomain where domainid='WFASGNSTATUS' and maxvalue='ACTIVE'), UNDEFINED, 0, Relationship to active assignments on this invoice. (ownertable = 'INVOICE' and ownerid = :invoiceid and assignstatus in (select value from synonymdomain where domainid='WFASGNSTATUS' and maxvalue='ACTIVE')). Zero to many member set., 2773
  STATUSDESC, MASTERVIEW, SYNONYMDOMAIN, domainid='CONTRACTSTATUS' and value=:status and :&DOMAINFILTER&_STATUS, UNDEFINED, 0, Relationship to synonymdomain table, used to find description for the status, it will contain one object., 2802
  EXPCLASST, WFEXPBUILDER, CLASSSTRUCTURE, classstructureid in (select classstructureid from classancestor where ancestor=:classstructureid), UNDEFINED, 0, Relationship for classstructure, 2954
  ACCDEFTOOLRECACCT, ORGANIZATION, ACCOUNTDEFAULTS, dfltgroup = 'TOOLREC' and groupvalue = 'TOOLRECACCT' and orgid=:orgid, UNDEFINED, 0, -, 2955
  LSNRLASTRUN, INBOUNDCOMMCFG, CRONTASKINSTANCE, crontaskname = :crontaskname and instancename = :crontaskinstance, UNDEFINED, 0, Relationship for LASTRUN, 2956
  TKTQBE, TICKET, TICKET, in (select classstructureid from classancestor where ancestor=:1), UNDEFINED, 0, Relationship to the Ticket table, used to find the ticket records containing the classtructureid node. (Gets the classstructureid from classancestor where ancestor=classstructureid). This resulting set will contain zero or more objects., 2957
  PREMIUMPAY, PPCRAFTRATE, PREMIUMPAY, premiumpaycode=:premiumpaycode and orgid=:orgid, UNDEFINED, 0, Relationship to the PremiumPay table where premiumpaycode and orgid match. (premiumpay.premiumpaycode=ppcraftrate.premiumpaycode and premiumpay.orgid=ppcraftrate..orgid.)  This will return 0 or more objects., 2399
  NEWACTIVITY, WORKORDER, WOACTIVITY, origrecordclass = :woclass and origrecordid = :wonum and siteid = :siteid and woclass in (select value from synonymdomain where domainid = 'WOCLASS' and maxvalue = 'ACTIVITY') and reportdate = (select max(reportdate) from workorder where origrecordclass = :woclass and origrecordid = :wonum and siteid = :siteid and woclass in (select value from synonymdomain where domainid = 'WOCLASS' and maxvalue = 'ACTIVITY')), SINGLE, 0, This relationship gets the last activity created by this work order. (<long>) One member set., 3083
  RECONLINK, COMPUTERSYSTEM, RECONLINK, nodeid=:nodeid and recontype in (select value from synonymdomain where domainid = 'RECONTYPE' and maxvalue = 'ASSET') and compset in (select value from synonymdomain where domainid = 'RECONTYPE' and maxvalue = 'DEPLOYED ASSET'), UNDEFINED, 0, delete rerefenced reconciliation link results, 79783
  WORKORDERSPECCLASS, WORKORDER, WORKORDERSPEC, wonum= :wonum and classstructureid = :classstructureid and siteid=:siteid, MULTIPLE, 0, Relationship to the workorderspec table, used to find the workorderspec records for a given work order. (workorder.wonum=workorderspec.wonum and workorder.classstructureid=workorderspec.classstructureid) The resulting set will contain zero or more object., 80134
  ASSETATTRIBUTE, WORKORDERSPEC, ASSETATTRIBUTE, assetattrid=:assetattrid and ((orgid=:orgid and siteid=:siteid) or (orgid=:orgid and siteid is null) or (orgid is null and siteid is null)), UNDEFINED, 0, Relationship to the assetattribute table, used to find the assetattribute record for a given workorderspec. (workorderspec.assetattrid=assetattribute.assetattrid) The resulting set will contain one object., 80135
  MEASUREUNIT, WORKORDERSPEC, MEASUREUNIT, measureunitid= :measureunitid, UNDEFINED, 0, Relationship to the measureunit table, used to find the measureunit record for a given workorderspec. (workorderspec.measureunitid=assetattribute.measureunitid) The resulting set will contain zero or one object., 80136
  COMMLOG, PLUSGMOC, COMMLOG, :WORKORDERID = ownerid AND ownertable = 'MOC', -, 0, Relacionamento entre MOC e COMMLOG, para os logs de comunicação, 7000000015
  TICKETSPECCLASS, TICKET, TICKETSPEC, ticketid= :ticketid and class=:class and classstructureid = :classstructureid, UNDEFINED, 0, Relationship to the ticketspec table, used to find the ticketspec records for a given ticket. (ticket.ticketid=ticketspec.ticketid and ticket.class=ticketspec.class and ticket.classstructureid=ticketspec.classstructureid) The resulting set will contain zero or more object., 80137
  ASSETATTRIBUTE, TICKETSPEC, ASSETATTRIBUTE, assetattrid=:assetattrid and ((orgid=:orgid and siteid=:siteid) or (orgid=:orgid and siteid is null) or (orgid is null and siteid is null) or (orgid is not null or siteid is not null)), UNDEFINED, 0, Relationship to the assetattribute table, used to find the assetattribute record for a given ticket. (ticketspec.assetattrid=assetattribute.assetattrid) The resulting set will contain one object., 80138
  MAXIFACEIN, MAXINTOBJECT, MAXIFACEIN, intobjectname=:intobjectname, UNDEFINED, 0, Relationship to the MAXIFACEIN table, used to find all services for a given MAXINTOBJECT. (MAXINTOBJECT.intobjectname=MAXIFACEIN.intobjectname) The resulting set will contain zero or more objects., 80148
  LOCATIONS_ONLY, CLASSSTRUCTURE, LOCATIONS, classstructureid=:classstructureid, UNDEFINED, 0, Relationship to the item table, used to find the locations records for a given classstructure. (classstructure.classstructureid = locations.classstructureid). The resulting set will contain zero or more objects., 2888
  WORKFLOWMAP, PR, WORKFLOWMAP, -, UNDEFINED, 0, Get virtual set to display process maps, 79792
  WORKFLOWMAP, INVOICE, WORKFLOWMAP, -, UNDEFINED, 0, Get virtual set to display process maps, 79793
  WORKFLOWMAP, RFQ, WORKFLOWMAP, -, UNDEFINED, 0, Get virtual set to display process maps, 79794
  WORKFLOWMAP, MAXUSER, WORKFLOWMAP, -, UNDEFINED, 0, Get virtual set to display process maps, 79795
  WFTOOLBAR, WORKORDER, WFTOOLBAR, -, MULTIPLE, 0, Relationship to virutal set that manages the toolbar buttons. (empty). Any number member set., 79796
  DEFAULTFOLDERPROP, MAXLOGGER, MAXPROP, propname='mxe.logging.rootfolder', UNDEFINED, 0, Relationship to get the default logging folder property, 80124
  DEFAULTFOLDERPROP, MAXLOGAPPENDER, MAXPROP, propname='mxe.logging.rootfolder', UNDEFINED, 0, Relationship to get the default logging folder property, 80125
  DISTINCTOBJDETAIL, MAXINTOBJECT, MAXINTOBJDETAIL, intobjectname=:intobjectname and maxintobjdetailid in (select max(maxintobjdetailid) from maxintobjdetail where intobjectname=:intobjectname group by objectname), UNDEFINED, 0, Relationship to the MAXINTOBJDETAIL table, used to find unique MAXINTOBJDETAIL records for a given MAXINTOBJECT. The resulting set will contain zero or more objects., 80126
  MAXHANDLER, MAXIM, MAXHANDLER, handlername=:handlername, UNDEFINED, 0, Relationship to the MAXHANDLER table, used to find the  handler for an IM . The resulting set will contain one or multiple rows., 80199
  CLASSSPEC, SOLUTION, CLASSSPEC, classstructureid = :classstructureid, UNDEFINED, 0, Relationship to the ClassSpec table, used to find all class specification records for a given solution (classspec.classstructureid = solution.classstructureid). The resulting set will contain zero or more objects., 80238
  CLASSSPEC, JOBPLAN, CLASSSPEC, classstructureid = :classstructureid, UNDEFINED, 0, Relationship to the ClassSpec table, used to find all class specification records for a given jobplan (classspec.classstructureid = jobplan.classstructureid). The resulting set will contain zero or more objects., 80239
  SOLUTIONSPEC, SOLUTION, SOLUTIONSPEC, refobjectid=:solutionid, UNDEFINED, 0, Relationship to the solutionspec table, used to find the solutionspec records for a given solution (solution.solutionid=solutionspec.refobjectid). The resulting set will contain zero or more objects., 80240
  JOBPLANSPEC, JOBPLAN, JOBPLANSPEC, refobjectid=:jobplanid, MULTIPLE, 0, Relationship to the jobplanspec table, used to find the jobplanspec records for a given jobplan (jobplan.jobplanid=jobplanspec.refobjectid). The resulting set will contain zero or more objects., 80241
  CLASSSPEC, ASSETFEATURESPEC, CLASSSPEC, classspecid=:classspecid, UNDEFINED, 0, Relationship to the classspec table, used to find the classspec records for a given assetfeaturespec. (assetfeaturespec.assetattrid=classspec.assetattrid and assetfeaturespec.classstructureid=classspec.classstructureid and assetfeaturespec.sectiond=classspec.section.) The resulting set will contain zero or more objects., 80119
  FEATURESPEC, FEATURES, FEATURESPEC, feature=:feature and classstructureid=:classstructureid, UNDEFINED, 0, Relationship to the featurespec table, used to find the featurespec records for a given feature. (feature.feature=featurespec.feature and feature.classstructureid=featurespec.classstructureid) The resulting set will contain zero or more objects., 80120
  ASSETTYPECOMMGRPVIEW, WORKORDER, ASSETLOCCOMM, commoditygroup=:commoditygroup and assettype is not null, MULTIPLE, 0, -, 2547
  COMMODITIES, ITEM, COMMODITIES, commodity = :commodity and itemsetid = :itemsetid, UNDEFINED, 0, Relationship to the Commodities table, used to find the commodity associated with the Item. (commodities.commodity = item.commodity and commodities.itemsetid = item.itemsetid). The resulting set will contain one object., 2859
