ENVIRONMENT,LICENSENUM,APPNAME,ACCESSLEVEL,MODULE,MAXPRODID
ODN1,O&G_AUTHORIZED,KPI,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,KPITPL,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,KPIVIEWER,FULLACCESS,ANALYTICS,MAXIMO
ODN1,O&G_AUTHORIZED,SCCONFIG,FULLACCESS,-,MAXIMO
ODN1,O&G_AUTHORIZED,LOGGING,FULLACCESS,UTIL,MAXIMO
ODN1,O&G_AUTHORIZED,INTOBJECT,FULLACCESS,INT,MAXIMO
ODN1,O&G_AUTHORIZED,MULTISITE,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,PERSON,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,PERSONGR,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,ACTIONSCFG,FULLACCESS,-,MAXIMO
ODN1,O&G_AUTHORIZED,RLADMIN,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,REPORT,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,REPLISTCFG,FULLACCESS,-,MAXIMO
ODN1,O&G_AUTHORIZED,RSCONFIG,FULLACCESS,-,MAXIMO
ODN1,O&G_AUTHORIZED,ROLE,FULLACCESS,UTIL,MAXIMO
ODN1,O&G_AUTHORIZED,SECURGROUP,FULLACCESS,SECURITY,MAXIMO
ODN1,O&G_AUTHORIZED,SR,FULLACCESS,SD,MAXIMO
ODN1,O&G_AUTHORIZED,SETS,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,STARTCNTR,FULLACCESS,-,MAXIMO
ODN1,O&G_AUTHORIZED,PROPMAINT,FULLACCESS,UTIL,MAXIMO
ODN1,O&G_AUTHORIZED,SELFREG,FULLACCESS,-,MAXIMO
ODN1,O&G_AUTHORIZED,USER,FULLACCESS,SECURITY,MAXIMO
ODN1,O&G_AUTHORIZED,WORKVIEW,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,WFADMIN,FULLACCESS,UTIL,MAXIMO
ODN1,O&G_AUTHORIZED,WFDESIGN,FULLACCESS,UTIL,MAXIMO
ODN1,O&G_AUTHORIZED,SRVAD,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,MPMAN,FULLACCESS,SETUP,MAXIMO
ODN1,O&G_AUTHORIZED,TECHTABLET,FULLACCESS,WO,MAXIMO
ODN1,O&G_AUTHORIZED,TECHPHONE,FULLACCESS,WO,MAXIMO
ODN1,O&G_AUTHORIZED,TECHLITE,FULLACCESS,WO,MAXIMO
ODN1,O&G_AUTHORIZED,SCHSUPER,FULLACCESS,WO,MAXIMO
ODN1,O&G_AUTHORIZED,OSLCPROV,FULLACCESS,INT,MAXIMO
ODN1,O&G_AUTHORIZED,OSLCRES,FULLACCESS,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,CREATESR,FULLACCESS,SSDR,MAXIMO
ODN1,OCY_EXPRESSCUR,ENDPOINT,READONLY,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,INTSRV,READONLY,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,EXTSYSTEM,READONLY,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,FAILURE,READONLY,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,HAZARDS,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,IM,READONLY,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,INVENTOR,READSAVE,INVENTOR,MAXIMO
ODN1,O&G_LIMITED,RESLEVEL,READONLY,PLANS,OILGAS
ODN1,O&G_AUTHORIZED,SUPERVISOR,FULLACCESS,WO,OILGAS
ODN1,O&G_LIMITED,PLUSGLKBOX,READSAVE,PLANS,OILGAS
ODN1,SCH_AUTHORIZED,SCHEDDM,FULLACCESS,SCHEDULER,SCHED
ODN1,SCH_AUTHORIZED,GRESOURCE,FULLACCESS,SCHEDULER,SCHED
ODN1,O&G_AUTHORIZED,PLUSGLKBOX,FULLACCESS,PLANS,OILGAS
ODN1,O&G_AUTHORIZED,INSPECTOR,FULLACCESS,WO,OILGAS
ODN1,O&G_AUTHORIZED,DATASETDESIGNER,FULLACCESS,ANALYTICS,OILGAS
ODN1,O&G_AUTHORIZED,MAP,FULLACCESS,SETUP,OILGAS
ODN1,O&G_LIMITED,MMIUI,READONLY,UTIL,OILGAS
ODN1,O&G_LIMITED,PLUSGCRF,READONLY,SETUP,OILGAS
ODN1,O&G_LIMITED,MAP,READONLY,SETUP,OILGAS
ODN1,SCH_AUTHORIZED,SCHTTMGR,FULLACCESS,SETUP,SCHED
ODN1,O&G_AUTHORIZED,PLUSGTRAMOD,FULLACCESS,SETUP,OILGAS
ODN1,O&G_AUTHORIZED,TZRULE,FULLACCESS,SETUP,OILGAS
ODN1,O&G_LIMITED,PLUSGTRAIN,READSAVE,SETUP,OILGAS
ODN1,O&G_LIMITED,NOTIF,READONLY,INT,OILGAS
ODN1,O&G_LIMITED,ADMINISTRATOR,READONLY,SETUP,OILGAS
ODN1,O&G_AUTHORIZED,RESLEVEL,FULLACCESS,PLANS,OILGAS
ODN1,O&G_LIMITED,PLUSGAP,READSAVE,PLANS,OILGAS
ODN1,O&G_LIMITED,PLUSGTRAMOD,READONLY,SETUP,OILGAS
ODN1,O&G_LIMITED,INSPECTOR,FULLACCESS,WO,OILGAS
ODN1,O&G_LIMITED,TECHNICIAN,READONLY,WO,OILGAS
ODN1,O&G_LIMITED,SELFSERVICE,READONLY,SSDR,OILGAS
ODN1,O&G_LIMITED,TOKENLIC,READONLY,SETUP,OILGAS
ODN1,O&G_LIMITED,INVENTORY,READSAVE,INVENTOR,OILGAS
ODN1,SCH_AUTHORIZED,GWORKASSIGN,FULLACCESS,SCHEDULER,SCHED
ODN1,O&G_AUTHORIZED,MMIUI,FULLACCESS,UTIL,OILGAS
ODN1,O&G_AUTHORIZED,PLUSGCRF,FULLACCESS,SETUP,OILGAS
ODN1,O&G_AUTHORIZED,SELFSERVICE,READONLY,SSDR,OILGAS
ODN1,O&G_AUTHORIZED,NOTIF,FULLACCESS,INT,OILGAS
ODN1,O&G_AUTHORIZED,WCDESIGNER,FULLACCESS,UTIL,OILGAS
ODN1,O&G_AUTHORIZED,TOKENLIC,FULLACCESS,SETUP,OILGAS
ODN1,OCY_EXPRESSCUR,PUSHNOTIFICATION,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,BUDGET,READONLY,FINANCIAL,MAXIMO
ODN1,OCY_EXPRESSCUR,TECHNICIAN,READONLY,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,DATASETDESIGNER,READONLY,ANALYTICS,MAXIMO
ODN1,OCY_EXPRESSCUR,NOTIF,READONLY,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,ADMINISTRATOR,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,INVENTORY,READSAVE,INVENTOR,MAXIMO
ODN1,O&G_AUTHORIZED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
ODN1,O&G_AUTHORIZED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_AUTHORIZED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_AUTHORIZED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_AUTHORIZED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_AUTHORIZED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
ODN1,O&G_AUTHORIZED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
ODN1,O&G_AUTHORIZED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_AUTHORIZED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
ODN1,O&G_AUTHORIZED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
ODN1,O&G_LIMITED,OOG_ALERT,FULLACCESS,PLUSGSD,OILGAS
ODN1,O&G_LIMITED,OOG_AMREAD,FULLACCESS,ASSET,OILGAS
ODN1,O&G_LIMITED,OOG_CMISS,FULLACCESS,PURCHASE,OILGAS
ODN1,O&G_LIMITED,OOG_CMRCV,FULLACCESS,PURCHASE,OILGAS
ODN1,O&G_LIMITED,OOG_COMPSH,FULLACCESS,ASSET,OILGAS
ODN1,O&G_LIMITED,OOG_DEPART,READONLY,SETUP,OILGAS
ODN1,O&G_LIMITED,OOG_EVCODE,FULLACCESS,PLANS,OILGAS
ODN1,O&G_LIMITED,OOG_MAREA,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_LIMITED,OOG_MOCDOC,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_LIMITED,OOG_MOCENG,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_LIMITED,OOG_MOCPEO,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_LIMITED,OOG_PLSRSR,FULLACCESS,PLUSGSD,OILGAS
ODN1,O&G_LIMITED,OOG_PRTRK,FULLACCESS,PURCHASE,OILGAS
ODN1,O&G_LIMITED,OOG_RES,FULLACCESS,PLUSGCHG,OILGAS
ODN1,O&G_LIMITED,OOG_TECACC,FULLACCESS,ASSET,OILGAS
ODN1,O&G_LIMITED,ASSETCOUNT,FULLACCESS,ASSET,OILGAS
ODN1,OCY_EXPRESSCUR,OOG_ALERT,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_AMREAD,READSAVE,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_CMISS,READONLY,PURCHASE,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_CMRCV,READONLY,PURCHASE,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_COMPSH,READONLY,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_DEPART,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_EVCODE,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_MAREA,READONLY,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_MOCDOC,READSAVE,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_MOCENG,READSAVE,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_MOCPEO,READSAVE,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_PLSRSR,FULLACCESS,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_PRTRK,READONLY,PURCHASE,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_RES,READONLY,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,OOG_TECACC,READONLY,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,ASSETCOUNT,FULLACCESS,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGORG,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPRS,READSAVE,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGQUAL,READSAVE,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGASS,READSAVE,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGLPROF,READSAVE,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGLOC,READSAVE,ASSET,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGIMP,READSAVE,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGMOC,READSAVE,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGMCR,READSAVE,PLUSGCHG,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGITEM,READSAVE,INVENTOR,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGBYP,READSAVE,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGLOGBK,READSAVE,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPOL,READSAVE,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPROC,READSAVE,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGOPACT,READSAVE,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGLOG,READSAVE,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGOPTSK,FULLACCESS,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGRLOG,READSAVE,PLUSGOP,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGAL,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGBEN,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGCFW,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGHAZ,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGISO,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGJP,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGTGLCK,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPCT,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPTW,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPREC,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGRFW,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGREG,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGRSK,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGCON,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGROU,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGSTAG,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGSTA,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPM,READSAVE,PM,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPO,READSAVE,PURCHASE,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGPR,READSAVE,PURCHASE,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGAUDIT,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGCERT,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGDEF,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGINC,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGINV,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGSR,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGSOL,FULLACCESS,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGTKTMP,READSAVE,PLUSGSD,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGCRINC,FULLACCESS,SSDR,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGVWINC,FULLACCESS,SSDR,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGACT,READSAVE,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGDRL,READSAVE,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGQRP,FULLACCESS,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,PLUSGWO,FULLACCESS,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,CHANGE,NOACCESS,CHANGE,MAXIMO
ODN1,OCY_EXPRESSCUR,RELEASE,NOACCESS,RELEASE,MAXIMO
ODN1,OCY_EXPRESSCUR,INCIDENT,NOACCESS,SD,MAXIMO
ODN1,OCY_EXPRESSCUR,PROBLEM,NOACCESS,SD,MAXIMO
ODN1,SCH_AUTHORIZED,RLASSIGN,FULLACCESS,SCHEDULER,SCHED
ODN1,SCH_AUTHORIZED,RLCAPACITY,FULLACCESS,SCHEDULER,SCHED
ODN1,SCH_AUTHORIZED,CGRPASSIGN,FULLACCESS,SCHEDULER,SCHED
ODN1,SCH_AUTHORIZED,WORKZONE,FULLACCESS,SETUP,SCHED
ODN1,SCH_AUTHORIZED,SCHEDACM,FULLACCESS,SCHEDULER,SCHED
ODN1,SCH_AUTHORIZED,GRPASSIGN,FULLACCESS,SCHEDULER,SCHED
ODN1,SCH_AUTHORIZED,SCHEDULER,FULLACCESS,SCHEDULER,SCHED
ODN1,OCY_EXPRESSCUR,PERSONGR,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,ACTIONSCFG,FULLACCESS,-,MAXIMO
ODN1,OCY_EXPRESSCUR,RLADMIN,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,REPORT,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,REPLISTCFG,FULLACCESS,-,MAXIMO
ODN1,OCY_EXPRESSCUR,RSCONFIG,FULLACCESS,-,MAXIMO
ODN1,OCY_EXPRESSCUR,ROLE,READONLY,UTIL,MAXIMO
ODN1,OCY_EXPRESSCUR,SECURGROUP,READONLY,SECURITY,MAXIMO
ODN1,OCY_EXPRESSCUR,SR,READSAVE,SD,MAXIMO
ODN1,OCY_EXPRESSCUR,SETS,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,STARTCNTR,FULLACCESS,-,MAXIMO
ODN1,OCY_EXPRESSCUR,PROPMAINT,READONLY,UTIL,MAXIMO
ODN1,OCY_EXPRESSCUR,SELFREG,FULLACCESS,-,MAXIMO
ODN1,OCY_EXPRESSCUR,USER,READSAVE,SECURITY,MAXIMO
ODN1,OCY_EXPRESSCUR,WORKVIEW,FULLACCESS,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,WFADMIN,READONLY,UTIL,MAXIMO
ODN1,OCY_EXPRESSCUR,WFDESIGN,READONLY,UTIL,MAXIMO
ODN1,OCY_EXPRESSCUR,SRVAD,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,MPMAN,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,TECHTABLET,FULLACCESS,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,TECHPHONE,FULLACCESS,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,TECHLITE,FULLACCESS,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,SCHSUPER,READONLY,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,OSLCPROV,READONLY,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,OSLCRES,READONLY,INT,MAXIMO
ODN1,O&G_LIMITED,INSPECTORSUP,READSAVE,PLANS,OILGAS
ODN1,O&G_LIMITED,JSONMAP,READONLY,INT,OILGAS
ODN1,O&G_LIMITED,TZRULE,READONLY,SETUP,OILGAS
ODN1,O&G_LIMITED,WCDESIGNER,READONLY,UTIL,OILGAS
ODN1,O&G_AUTHORIZED,JSONMAP,FULLACCESS,INT,OILGAS
ODN1,OCY_EXPRESSCUR,MMIUI,READONLY,UTIL,MAXIMO
ODN1,OCY_EXPRESSCUR,INSPECTOR,FULLACCESS,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,SELFSERVICE,READONLY,SSDR,MAXIMO
ODN1,OCY_EXPRESSCUR,JSONMAP,READONLY,INT,MAXIMO
ODN1,OCY_EXPRESSCUR,WCDESIGNER,READONLY,UTIL,MAXIMO
ODN1,OCY_EXPRESSCUR,TOKENLIC,READONLY,SETUP,MAXIMO
ODN1,O&G_LIMITED,PUSHNOTIFICATION,READONLY,SETUP,OILGAS
ODN1,O&G_LIMITED,BUDGET,READONLY,FINANCIAL,OILGAS
ODN1,O&G_LIMITED,SUPERVISOR,FULLACCESS,WO,OILGAS
ODN1,O&G_LIMITED,DATASETDESIGNER,READONLY,ANALYTICS,OILGAS
ODN1,O&G_LIMITED,BUSINESSANALYST,NOACCESS,ANALYTICS,OILGAS
ODN1,SCH_AUTHORIZED,SCHOVAVAIL,FULLACCESS,SCHEDULER,SCHED
ODN1,O&G_AUTHORIZED,PUSHNOTIFICATION,FULLACCESS,SETUP,OILGAS
ODN1,O&G_AUTHORIZED,PLUSGAP,FULLACCESS,PLANS,OILGAS
ODN1,O&G_AUTHORIZED,PLUSGTRAIN,FULLACCESS,SETUP,OILGAS
ODN1,O&G_AUTHORIZED,BUDGET,FULLACCESS,FINANCIAL,OILGAS
ODN1,O&G_AUTHORIZED,INSPECTORSUP,FULLACCESS,PLANS,OILGAS
ODN1,O&G_AUTHORIZED,TECHNICIAN,READONLY,WO,OILGAS
ODN1,O&G_AUTHORIZED,BUSINESSANALYST,READONLY,ANALYTICS,OILGAS
ODN1,O&G_AUTHORIZED,ADMINISTRATOR,FULLACCESS,SETUP,OILGAS
ODN1,O&G_AUTHORIZED,INVENTORY,FULLACCESS,INVENTOR,OILGAS
ODN1,OCY_EXPRESSCUR,RESLEVEL,READONLY,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,INSPECTORSUP,READSAVE,PLANS,MAXIMO
ODN1,OCY_EXPRESSCUR,SUPERVISOR,FULLACCESS,WO,MAXIMO
ODN1,OCY_EXPRESSCUR,BUSINESSANALYST,NOACCESS,ANALYTICS,MAXIMO
ODN1,OCY_EXPRESSCUR,TZRULE,READONLY,SETUP,MAXIMO
ODN1,OCY_EXPRESSCUR,MAP,READONLY,SETUP,MAXIMO
ODN1,FetchAll:,730,rows,fetched.,
ODN1,>,,,,
ODN2,OCY_EXPRESSCUR,INVENTOR,READSAVE,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,INVUSAGE,READSAVE,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,INVOKE,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,INVOICE,READSAVE,PURCHASE,MAXIMO
ODN2,OCY_EXPRESSCUR,ITEM,READSAVE,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,JOBPLAN,READSAVE,PLANS,MAXIMO
ODN2,OCY_EXPRESSCUR,LABOR,READSAVE,SETUP,MAXIMO
ODN2,OCY_EXPRESSCUR,CONTLABOR,READSAVE,CONTRACT,MAXIMO
ODN2,OCY_EXPRESSCUR,LABREP,FULLACCESS,WO,MAXIMO
ODN2,OCY_EXPRESSCUR,LAUNCH,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,CONTLEASE,READSAVE,CONTRACT,MAXIMO
ODN2,OCY_EXPRESSCUR,LOCATION,READSAVE,ASSET,MAXIMO
ODN2,OCY_EXPRESSCUR,TAGLOCKS,READONLY,PLANS,MAXIMO
ODN2,OCY_EXPRESSCUR,LMO,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,MANAGEINT,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,CONTMASTER,READSAVE,CONTRACT,MAXIMO
ODN2,OCY_EXPRESSCUR,MASTERPM,READONLY,PM,MAXIMO
ODN2,OCY_EXPRESSCUR,INTERROR,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,INTMSGTRK,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,METERGRP,READONLY,ASSET,MAXIMO
ODN2,OCY_EXPRESSCUR,METER,READONLY,ASSET,MAXIMO
ODN2,OCY_EXPRESSCUR,DEPLGROUPS,READONLY,UTIL,MAXIMO
ODN2,OCY_EXPRESSCUR,DM,READONLY,UTIL,MAXIMO
ODN2,OCY_EXPRESSCUR,DEPLCOLLS,READONLY,UTIL,MAXIMO
ODN2,OCY_EXPRESSCUR,PRECAUTN,READONLY,PLANS,MAXIMO
ODN2,OCY_EXPRESSCUR,PM,READSAVE,PM,MAXIMO
ODN2,OCY_EXPRESSCUR,PUBLISH,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,CONTPURCH,READSAVE,CONTRACT,MAXIMO
ODN2,OCY_EXPRESSCUR,PO,READSAVE,PURCHASE,MAXIMO
ODN2,OCY_EXPRESSCUR,PR,READSAVE,PURCHASE,MAXIMO
ODN2,OCY_EXPRESSCUR,QUAL,READSAVE,SETUP,MAXIMO
ODN2,OCY_EXPRESSCUR,QUICKREP,FULLACCESS,WO,MAXIMO
ODN2,OCY_EXPRESSCUR,RECEIPTS,READONLY,PURCHASE,MAXIMO
ODN2,OCY_EXPRESSCUR,RELATION,READONLY,ASSET,MAXIMO
ODN2,OCY_EXPRESSCUR,RPTOUTPUT,FULLACCESS,ANALYTICS,MAXIMO
ODN2,OCY_EXPRESSCUR,RFQ,READSAVE,PURCHASE,MAXIMO
ODN2,OCY_EXPRESSCUR,ROUTES,READONLY,PLANS,MAXIMO
ODN2,OCY_EXPRESSCUR,SAFEPLAN,READONLY,PLANS,MAXIMO
ODN2,OCY_EXPRESSCUR,ECOMMADAPT,FULLACCESS,-,MAXIMO
ODN2,OCY_EXPRESSCUR,SRVCOMMOD,READONLY,SLA,MAXIMO
ODN2,OCY_EXPRESSCUR,SRVITEM,READSAVE,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,SLA,READSAVE,SLA,MAXIMO
ODN2,OCY_EXPRESSCUR,SHIPREC,READONLY,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,TOOLINV,READSAVE,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,STOREROOM,READONLY,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,TERMCOND,READONLY,PURCHASE,MAXIMO
ODN2,OCY_EXPRESSCUR,TKTEMPLATE,READSAVE,SD,MAXIMO
ODN2,OCY_EXPRESSCUR,TOOL,READSAVE,INVENTOR,MAXIMO
ODN2,OCY_EXPRESSCUR,VIEWDRFT,FULLACCESS,SSDR,MAXIMO
ODN2,OCY_EXPRESSCUR,VIEWDR,FULLACCESS,SSDR,MAXIMO
ODN2,OCY_EXPRESSCUR,VIEWSR,FULLACCESS,SSDR,MAXIMO
ODN2,OCY_EXPRESSCUR,VIEWTMPL,FULLACCESS,SSDR,MAXIMO
ODN2,OCY_EXPRESSCUR,CONTWARRTY,READSAVE,CONTRACT,MAXIMO
ODN2,OCY_EXPRESSCUR,WSREGISTRY,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,WOTRACK,FULLACCESS,WO,MAXIMO
ODN2,OCY_EXPRESSCUR,AMCREW,READONLY,SETUP,MAXIMO
ODN2,OCY_EXPRESSCUR,AMCREWT,READONLY,SETUP,MAXIMO
ODN2,OCY_EXPRESSCUR,SEARCHSOL,FULLACCESS,SSDR,MAXIMO
ODN2,OCY_EXPRESSCUR,SOLUTION,READSAVE,SD,MAXIMO
ODN2,OCY_EXPRESSCUR,CI,READONLY,CI,MAXIMO
ODN2,OCY_EXPRESSCUR,JSONRES,READONLY,INT,MAXIMO
ODN2,OCY_EXPRESSCUR,BIMPROJECT,READONLY,-,MAXIMO
ODN2,OCY_EXPRESSCUR,PRODUCT,READONLY,-,MAXIMO
ODN2,OCY_EXPRESSCUR,DESIGNSPEC,READONLY,-,MAXIMO
ODN2,OCY_EXPRESSCUR,BIMMODELS,READONLY,-,MAXIMO
ODN2,OCY_EXPRESSCUR,LICTRACK,READONLY,SETUP,MAXIMO
ODN2,OCY_EXPRESSCUR,MFMAILCFG,READONLY,UTIL,MAXIMO
